onset	duration	trial_type	trial_name	stim_file	stim_file_index	event_sample	ISI	task_name
16.8516	0.5000	19	VERTICAL-L-R-17	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	17	8628	0.35	prf
17.5195	0.5000	20	VERTICAL-L-R-18	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	18	8970	0.35	prf
18.3027	0.5000	21	VERTICAL-L-R-19	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	19	9371	0.35	prf
19.1523	0.5000	22	VERTICAL-L-R-20	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	20	9806	0.35	prf
20.2520	0.5000	23	VERTICAL-L-R-21	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	21	10369	0.35	prf
21.1016	0.5000	24	VERTICAL-L-R-22	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	22	10804	0.35	prf
21.7031	0.5000	25	VERTICAL-L-R-23	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	23	11112	0.35	prf
22.5527	0.5000	26	VERTICAL-L-R-24	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	24	11547	0.35	prf
23.4023	0.5000	27	VERTICAL-L-R-25	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	25	11982	0.35	prf
24.5020	0.5000	28	VERTICAL-L-R-26	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	26	12545	0.35	prf
25.3535	0.5000	29	VERTICAL-L-R-27	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	27	12981	0.35	prf
26.2031	0.5000	30	VERTICAL-L-R-28	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	28	13416	0.35	prf
27.0527	0.5000	59	DIAGONAL-RD-LU-1	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	29	13851	0.35	prf
27.9023	0.5000	60	DIAGONAL-RD-LU-2	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	30	14286	0.35	prf
29.0039	0.5000	61	DIAGONAL-RD-LU-3	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	31	14850	0.35	prf
29.8535	0.5000	62	DIAGONAL-RD-LU-4	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	32	15285	0.35	prf
30.7031	0.5000	63	DIAGONAL-RD-LU-5	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	33	15720	0.35	prf
31.5547	0.5000	64	DIAGONAL-RD-LU-6	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	34	16156	0.35	prf
32.2539	0.5000	65	DIAGONAL-RD-LU-7	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	35	16514	0.35	prf
33.0039	0.5000	66	DIAGONAL-RD-LU-8	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	36	16898	0.35	prf
34.1035	0.5000	67	DIAGONAL-RD-LU-9	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	37	17461	0.35	prf
34.9551	0.5000	68	DIAGONAL-RD-LU-10	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	38	17897	0.35	prf
35.8047	0.5000	69	DIAGONAL-RD-LU-11	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	39	18332	0.35	prf
36.6543	0.5000	70	DIAGONAL-RD-LU-12	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	40	18767	0.35	prf
37.6543	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	41	19279	0.35	prf
38.7051	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	42	19817	0.35	prf
39.5391	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	43	20244	0.35	prf
40.3047	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	44	20636	0.35	prf
41.1543	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	45	21071	0.35	prf
42.0059	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	46	21507	0.35	prf
42.6055	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	47	21814	0.35	prf
43.7051	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	48	22377	0.35	prf
44.3047	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	49	22684	0.35	prf
45.1562	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	50	23120	0.35	prf
46.0059	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	51	23555	0.35	prf
46.7051	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	52	23913	0.35	prf
47.7051	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	53	24425	0.35	prf
48.5566	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	54	24861	0.35	prf
49.4062	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	55	25296	0.35	prf
50.2559	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	56	25731	0.35	prf
50.8555	0.5000	31	HORIZONTAL-U-D-1	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	57	26038	0.35	prf
51.7070	0.5000	32	HORIZONTAL-U-D-2	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	58	26474	0.35	prf
52.5566	0.5000	33	HORIZONTAL-U-D-3	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	59	26909	0.35	prf
53.4062	0.5000	34	HORIZONTAL-U-D-4	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	60	27344	0.35	prf
54.2559	0.5000	35	HORIZONTAL-U-D-5	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	61	27779	0.35	prf
55.1074	0.5000	36	HORIZONTAL-U-D-6	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	62	28215	0.35	prf
55.9570	0.5000	37	HORIZONTAL-U-D-7	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	63	28650	0.35	prf
56.8066	0.5000	38	HORIZONTAL-U-D-8	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	64	29085	0.35	prf
57.6582	0.5000	39	HORIZONTAL-U-D-9	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	65	29521	0.35	prf
58.5078	0.5000	40	HORIZONTAL-U-D-10	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	66	29956	0.35	prf
59.3574	0.5000	41	HORIZONTAL-U-D-11	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	67	30391	0.35	prf
60.2070	0.5000	42	HORIZONTAL-U-D-12	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	68	30826	0.35	prf
61.2734	0.5000	43	HORIZONTAL-U-D-13	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	69	31372	0.35	prf
61.9082	0.5000	44	HORIZONTAL-U-D-14	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	70	31697	0.35	prf
62.5078	0.5000	45	HORIZONTAL-U-D-15	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	71	32004	0.35	prf
63.3574	0.5000	46	HORIZONTAL-U-D-16	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	72	32439	0.35	prf
64.1074	0.5000	47	HORIZONTAL-U-D-17	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	73	32823	0.35	prf
64.9590	0.5000	48	HORIZONTAL-U-D-18	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	74	33259	0.35	prf
65.9082	0.5000	49	HORIZONTAL-U-D-19	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	75	33745	0.35	prf
66.7578	0.5000	50	HORIZONTAL-U-D-20	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	76	34180	0.35	prf
67.6094	0.5000	51	HORIZONTAL-U-D-21	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	77	34616	0.35	prf
68.4414	0.5000	52	HORIZONTAL-U-D-22	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	78	35042	0.35	prf
69.2090	0.5000	53	HORIZONTAL-U-D-23	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	79	35435	0.35	prf
70.1582	0.5000	54	HORIZONTAL-U-D-24	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	80	35921	0.35	prf
71.0098	0.5000	55	HORIZONTAL-U-D-25	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	81	36357	0.35	prf
71.8594	0.5000	56	HORIZONTAL-U-D-26	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	82	36792	0.35	prf
72.6094	0.5000	57	HORIZONTAL-U-D-27	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	83	37176	0.35	prf
73.4590	0.5000	58	HORIZONTAL-U-D-28	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	84	37611	0.35	prf
74.3086	0.5000	71	DIAGONAL-LD-RU-1	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	85	38046	0.35	prf
75.2598	0.5000	72	DIAGONAL-LD-RU-2	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	86	38533	0.35	prf
76.0098	0.5000	73	DIAGONAL-LD-RU-3	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	87	38917	0.35	prf
76.8594	0.5000	74	DIAGONAL-LD-RU-4	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	88	39352	0.35	prf
77.7090	0.5000	75	DIAGONAL-LD-RU-5	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	89	39787	0.35	prf
78.3262	0.5000	76	DIAGONAL-LD-RU-6	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	90	40103	0.35	prf
79.4102	0.5000	77	DIAGONAL-LD-RU-7	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	91	40658	0.35	prf
80.2598	0.5000	78	DIAGONAL-LD-RU-8	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	92	41093	0.35	prf
81.1113	0.5000	79	DIAGONAL-LD-RU-9	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	93	41529	0.35	prf
81.7109	0.5000	80	DIAGONAL-LD-RU-10	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	94	41836	0.35	prf
82.5605	0.5000	81	DIAGONAL-LD-RU-11	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	95	42271	0.35	prf
83.4102	0.5000	82	DIAGONAL-LD-RU-12	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	96	42706	0.35	prf
84.5117	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	97	43270	0.35	prf
85.3613	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	98	43705	0.35	prf
86.2109	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	99	44140	0.35	prf
87.0605	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	100	44575	0.35	prf
87.9121	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	101	45011	0.35	prf
88.8613	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	102	45497	0.35	prf
89.6113	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	103	45881	0.35	prf
90.4609	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	104	46316	0.35	prf
91.3125	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	105	46752	0.35	prf
92.1621	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	106	47187	0.35	prf
93.0117	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	107	47622	0.35	prf
93.9629	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	108	48109	0.35	prf
94.7129	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	109	48493	0.35	prf
95.5625	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	110	48928	0.35	prf
96.4121	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	111	49363	0.35	prf
97.2617	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	112	49798	0.35	prf
98.1289	0.5000	30	VERTICAL-L-R-28	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	113	50242	0.35	prf
98.9629	0.5000	29	VERTICAL-L-R-27	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	114	50669	0.35	prf
99.8125	0.5000	28	VERTICAL-L-R-26	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	115	51104	0.35	prf
100.6621	0.5000	27	VERTICAL-L-R-25	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	116	51539	0.35	prf
101.5137	0.5000	26	VERTICAL-L-R-24	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	117	51975	0.35	prf
102.4629	0.5000	25	VERTICAL-L-R-23	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	118	52461	0.35	prf
103.2129	0.5000	24	VERTICAL-L-R-22	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	119	52845	0.35	prf
104.0625	0.5000	23	VERTICAL-L-R-21	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	120	53280	0.35	prf
104.9141	0.5000	22	VERTICAL-L-R-20	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	121	53716	0.35	prf
105.7637	0.5000	21	VERTICAL-L-R-19	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	122	54151	0.35	prf
106.6133	0.5000	20	VERTICAL-L-R-18	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	123	54586	0.35	prf
107.5645	0.5000	19	VERTICAL-L-R-17	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	124	55073	0.35	prf
108.4141	0.5000	18	VERTICAL-L-R-16	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	125	55508	0.35	prf
109.2637	0.5000	17	VERTICAL-L-R-15	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	126	55943	0.35	prf
110.1133	0.5000	16	VERTICAL-L-R-14	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	127	56378	0.35	prf
110.9648	0.5000	15	VERTICAL-L-R-13	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	128	56814	0.35	prf
112.0645	0.5000	14	VERTICAL-L-R-12	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	129	57377	0.35	prf
112.9141	0.5000	13	VERTICAL-L-R-11	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	130	57812	0.35	prf
113.7656	0.5000	12	VERTICAL-L-R-10	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	131	58248	0.35	prf
114.6152	0.5000	11	VERTICAL-L-R-9	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	132	58683	0.35	prf
115.4648	0.5000	10	VERTICAL-L-R-8	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	133	59118	0.35	prf
116.3145	0.5000	9	VERTICAL-L-R-7	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	134	59553	0.35	prf
117.4160	0.5000	8	VERTICAL-L-R-6	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	135	60117	0.35	prf
118.2656	0.5000	7	VERTICAL-L-R-5	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	136	60552	0.35	prf
119.1152	0.5000	6	VERTICAL-L-R-4	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	137	60987	0.35	prf
119.9648	0.5000	5	VERTICAL-L-R-3	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	138	61422	0.35	prf
120.7832	0.5000	4	VERTICAL-L-R-2	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	139	61841	0.35	prf
121.6660	0.5000	3	VERTICAL-L-R-1	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	140	62293	0.35	prf
122.4160	0.5000	83	DIAGONAL-LU-RD-1	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	141	62677	0.35	prf
123.1152	0.5000	84	DIAGONAL-LU-RD-2	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	142	63035	0.35	prf
123.9668	0.5000	85	DIAGONAL-LU-RD-3	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	143	63471	0.35	prf
124.8164	0.5000	86	DIAGONAL-LU-RD-4	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	144	63906	0.35	prf
125.5996	0.5000	87	DIAGONAL-LU-RD-5	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	145	64307	0.35	prf
126.5156	0.5000	88	DIAGONAL-LU-RD-6	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	146	64776	0.35	prf
127.3672	0.5000	89	DIAGONAL-LU-RD-7	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	147	65212	0.35	prf
128.2168	0.5000	90	DIAGONAL-LU-RD-8	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	148	65647	0.35	prf
129.0664	0.5000	91	DIAGONAL-LU-RD-9	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	149	66082	0.35	prf
129.6660	0.5000	92	DIAGONAL-LU-RD-10	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	150	66389	0.35	prf
130.7676	0.5000	93	DIAGONAL-LU-RD-11	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	151	66953	0.35	prf
131.6172	0.5000	94	DIAGONAL-LU-RD-12	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	152	67388	0.35	prf
132.4668	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	153	67823	0.35	prf
133.3164	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	154	68258	0.35	prf
134.1680	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	155	68694	0.35	prf
135.0176	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	156	69129	0.35	prf
136.1172	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	157	69692	0.35	prf
136.9668	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	158	70127	0.35	prf
137.8184	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	159	70563	0.35	prf
138.5508	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	160	70938	0.35	prf
139.2676	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	161	71305	0.35	prf
140.3691	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	162	71869	0.35	prf
141.2188	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	163	72304	0.35	prf
142.0684	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	164	72739	0.35	prf
142.9180	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	165	73174	0.35	prf
143.7695	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	166	73610	0.35	prf
144.8691	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	167	74173	0.35	prf
145.4863	0.5000	255	BLANK	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	168	74489	0.35	prf
146.3184	0.5000	58	HORIZONTAL-U-D-28	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	169	74915	0.35	prf
147.1699	0.5000	57	HORIZONTAL-U-D-27	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	170	75351	0.35	prf
148.0195	0.5000	56	HORIZONTAL-U-D-26	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	171	75786	0.35	prf
148.8691	0.5000	55	HORIZONTAL-U-D-25	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	172	76221	0.35	prf
149.8027	0.5000	54	HORIZONTAL-U-D-24	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	173	76699	0.35	prf
150.5703	0.5000	53	HORIZONTAL-U-D-23	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	174	77092	0.35	prf
151.4199	0.5000	52	HORIZONTAL-U-D-22	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	175	77527	0.35	prf
152.2695	0.5000	51	HORIZONTAL-U-D-21	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	176	77962	0.35	prf
152.8691	0.5000	50	HORIZONTAL-U-D-20	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	177	78269	0.35	prf
153.9707	0.5000	49	HORIZONTAL-U-D-19	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	178	78833	0.35	prf
154.8203	0.5000	48	HORIZONTAL-U-D-18	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	179	79268	0.35	prf
155.6699	0.5000	47	HORIZONTAL-U-D-17	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	180	79703	0.35	prf
156.3711	0.5000	46	HORIZONTAL-U-D-16	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	181	80062	0.35	prf
157.1211	0.5000	45	HORIZONTAL-U-D-15	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	182	80446	0.35	prf
157.9707	0.5000	44	HORIZONTAL-U-D-14	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	183	80881	0.35	prf
159.0703	0.5000	43	HORIZONTAL-U-D-13	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	184	81444	0.35	prf
159.9199	0.5000	42	HORIZONTAL-U-D-12	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	185	81879	0.35	prf
160.6875	0.5000	41	HORIZONTAL-U-D-11	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	186	82272	0.35	prf
161.3711	0.5000	40	HORIZONTAL-U-D-10	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	187	82622	0.35	prf
162.2207	0.5000	39	HORIZONTAL-U-D-9	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	188	83057	0.35	prf
163.3203	0.5000	38	HORIZONTAL-U-D-8	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	189	83620	0.35	prf
164.1719	0.5000	37	HORIZONTAL-U-D-7	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	190	84056	0.35	prf
165.0215	0.5000	36	HORIZONTAL-U-D-6	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	191	84491	0.35	prf
165.8711	0.5000	35	HORIZONTAL-U-D-5	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	192	84926	0.35	prf
166.7227	0.5000	34	HORIZONTAL-U-D-4	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	193	85362	0.35	prf
167.3223	0.5000	33	HORIZONTAL-U-D-3	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	194	85669	0.35	prf
168.4219	0.5000	32	HORIZONTAL-U-D-2	sub-p05_ses-nyuecog01_task-prf_acq-clinical_run-03.mat	195	86232	0.35	prf
